,cleaned_text,sentiment_label
991,got phone camera cant decide use first lol depends feel like carrying,1
992,afraid buy many comments saying doesnt work hero high resolutions video case,0
993,mean gb memory card price right caught sale big ole memory card like sandisk havent trouble,1
994,love works great fairly cheap compared gb sd cards without sacrificing quality sandisk always made great products,1
995,gave galaxy plenty memory good price problem first one amazon sent replacement next day worked perfectly would recommend anybody,1
996,bought digital recorder memory card slot card worked perfectly problems files newhome definitely worth price met expectations data storage,1
997,much say memory card works great go pro hero silver edition using x card gave hrs video recording time definitely good buy,1
998,gig microsd card costs less dollar per gig class even importantly tests class operates class saying lot compared lot class cards,1
999,im nerd hoarder waited year memory gb wanted carry extensive digital comic collection tablet longer waiting happy nerd,1
1000,great price works flawless note love glad purchased memory card must expand memory phone,1
